"Familia.APGIV","Familia","NombreActual","Authors","NombreMemoria","CODIGO","CodigoPBDY_18","FormaPBDY_2018","Forma_2015","NumRec_2018","MinYear_2018","MaxYear_2018","UserNotes2018","gbif_accepted_scientific_name","gbif_accepted_taxon_id","taxon_code"
"Orchidaceae","Orchidaceae","Orchidaceae sp. O","","Orchidaceae sp. O","ORC_O","","","EH",1,2000,2000,"","Orchidaceae",7689,"ORC_O-Orchidaceae sp. O"
"Orchidaceae","Orchidaceae","Orchidaceae sp. P","","Orchidaceae sp. P","ORC_P","","","EH",1,2008,2008,"","Orchidaceae",7689,"ORC_P-Orchidaceae sp. P"
"Orchidaceae","Orchidaceae","Orchidaceae sp. Q","","Orchidaceae sp. Q","ORC_Q","","","EH",1,2008,2008,"","Orchidaceae",7689,"ORC_Q-Orchidaceae sp. Q"
"Orchidaceae","Orchidaceae","Orchidaceae sp. R","","Orchidaceae sp. R","ORC_R","","","EH",1,2008,2008,"","Orchidaceae",7689,"ORC_R-Orchidaceae sp. R"
"Orchidaceae","Orchidaceae","Orchidaceae sp. S","","Orchidaceae sp. S","ORC_S","","","EH",1,2008,2008,"","Orchidaceae",7689,"ORC_S-Orchidaceae sp. S"
"Orchidaceae","Orchidaceae","Orchidaceae sp. T","","Orchidaceae sp. T","ORC_T","","","EH",2,2008,2008,"","Orchidaceae",7689,"ORC_T-Orchidaceae sp. T"
"Orchidaceae","Orchidaceae","Orchidaceae sp. U","","Orchidaceae sp. U","ORC_U","","","EH",6,2008,2016,"","Orchidaceae",7689,"ORC_U-Orchidaceae sp. U"
"Orchidaceae","Orchidaceae","Orchidaceae sp. V","","Orchidaceae sp. V","ORC_V","","","EH",1,2008,2008,"","Orchidaceae",7689,"ORC_V-Orchidaceae sp. V"
"Orchidaceae","Orchidaceae","Sobralia sp. A","","Sobralia sp. A","SOBR_A","","","EH",1,2011,2011,"","Sobralia",2797375,"SOBR_A-Sobralia sp. A"
"Passifloraceae","Passifloraceae","Dilkea parviflora","Killip","Dilkea parviflora","DILKP1","DILKPA","U","TU",12,2001,2015,"","Dilkea retusa",3586537,"DILKP1-DILKPA-Dilkea parviflora"
"Passifloraceae","Passifloraceae","Dilkea sp. H","","Dilkea sp. H","DILK_H","","","-",2,2015,2015,"","Dilkea",7313332,"DILK_H-Dilkea sp. H"
"Passifloraceae","Passifloraceae","Passiflora auriculata","Kunth","Passiflora auriculata","PASSAU","","","CW",124,2004,2017,"","Passiflora auriculata",3587589,"PASSAU-Passiflora auriculata"
"Passifloraceae","Passifloraceae","Passiflora sp. C","","Passiflora sp. C","PASS_C","","","CW",2,2005,2013,"","Passiflora",2874172,"PASS_C-Passiflora sp. C"
"Passifloraceae","Passifloraceae","Passiflora spinosa","(Poepp. & Endl.) Mast.","Passiflora spinosa","PASSSP","","","CW",3,2010,2013,"","Passiflora spinosa",3588360,"PASSSP-Passiflora spinosa"
"Peraceae","Euphorbiaceae","Pera 'duguet'","","Pera 'duguet'","PERADU","PERADU","T","TC",21,2001,2014,"","Pera",3231319,"PERADU-Pera 'duguet'"
"Petiveriaceae","Phytolaccaceae","Trichostigma octandrum","(L.) H. Walter","Trichostigma octandrum","TRI5OC","","","CH",1523,2000,2018,"","Trichostigma octandrum",5383980,"TRI5OC-Trichostigma octandrum"
"Phyllanthaceae","Euphorbiaceae","Hieronyma alchorneoides","P. Franco","Hyeronima alchorneoides","HYERAL","HIERAL","E","TE",3511,2000,2018,"","Hieronyma alchorneoides",3079092,"HYERAL-HIERAL-Hyeronima alchorneoides"
"Phyllanthaceae","Euphorbiaceae","Margaritaria nobilis","L. f.","Margaritaria nobilis","MARGNO","MARGNO","M","TM",66,2000,2018,"","Margaritaria nobilis",5383279,"MARGNO-Margaritaria nobilis"
"Phyllanthaceae","Euphorbiaceae","Richeria racemosa","(Poepp. & Endl.) Pax & K. Hoffm.","Richeria racemosa","RICHRA","RICHRA","M","TM",34,2000,2011,"","Richeria grandis",7066948,"RICHRA-Richeria racemosa"
"Phytolaccaceae","Phytolaccaceae","Phytolacca rivinoides","Kunth & C.D. Bouché","Phytyolacca rivenoides","PHY2RI","","","XT",7,2000,2012,"","Phytolacca rivinoides",3084014,"PHY2RI-Phytyolacca rivenoides"
"Picramniaceae","Picramniaceae","Picramnia 'mini'","","Picramnia 'mini'","PICRMI","PICRMI","U","TU",4,2009,2013,"","Picramnia",8118842,"PICRMI-Picramnia 'mini'"
"Picramniaceae","Picramniaceae","Picramnia spruceana","Engl.","Picramnia sellowii","PICRSE","PICRSE","U","TU",6,2001,2013,"Picramnia spruceana Engl. in plot lists 2010-2018. Picramnia sellowii subsp. spruceana (Engl.) Pirani in plot list 2009. ","Picramnia spruceana",3709163,"PICRSE-Picramnia sellowii"
"Piperaceae","Piperaceae","Peperomia macrostachyos","(Vahl) A. Dietr.","Peperomia macrostachya","PEPEMA","","","EH",1667,2000,2018,"Possibly more than one species. P. macrostachyos is certainly a common species. Adult voucher needed.","Peperomia macrostachyos",7787466,"PEPEMA-Peperomia macrostachya"
"Piperaceae","Piperaceae","Peperomia serpens","(Sw.) Loudon","Peperomia serpens","PEPESE","","","EH",5,2005,2011,"","Peperomia serpens",7727798,"PEPESE-Peperomia serpens"
"Piperaceae","Piperaceae","Peperomia sp. O","","Peperomia sp. O","PEPE_O","","","EH",4,2002,2005,"","Peperomia",3086367,"PEPE_O-Peperomia sp. O"
"Piperaceae","Piperaceae","Peperomia sp. P","","Peperomia sp. P","PEPE_P","","","EH",2,2000,2009,"","Peperomia",3086367,"PEPE_P-Peperomia sp. P"
"Piperaceae","Piperaceae","Piper augustum","Rudge","Piper augustum","PIPEAU","PIPEAU","S","SL",15,2002,2009,"","Piper augustum",7305990,"PIPEAU-Piper augustum"
"Piperaceae","Piperaceae","Piper 'bellidi'","","Piper 'bellidi'","PIPEBE","PIPEBE","S","SL",18,2008,2011,"","Piper",3075433,"PIPEBE-Piper 'bellidi'"
"Piperaceae","Piperaceae","Piper bellidifolium","Yunck.","Piper bellidifolium","PIPEB2","PIPEBF","S","SL",NA,NA,NA,"","Piper bellidifolium",4189329,"PIPEB2-PIPEBF-Piper bellidifolium"
"Piperaceae","Piperaceae","Piper 'fuzicort' ","","Piper 'fuzicort'","PIPEFU","PIPEFU","S","SL",5,2003,2004,"Piper 'fuzicort'  listed in all plot lists. Specimen at ECY is annotated as Piper soledadense Trel.","Piper",3075433,"PIPEFU-Piper 'fuzicort'"
"Piperaceae","Piperaceae","Piper hispidum","Sw.","Piper 'scab'","PIPESC","PIPESC","S","SL",1,2003,2003,"","Piper hispidum",3086355,"PIPESC-Piper 'scab'"
"Piperaceae","Piperaceae","Piper 'minibroqui'","","Piper 'minibroqui'","PIPEMI","PIPEMI","S","SL",3,2000,2014,"","Piper",3075433,"PIPEMI-Piper 'minibroqui'"
"Piperaceae","Piperaceae","Piper 'nervi'","","Piper 'nervi'","PIPENE","PIPENE","S","SL",1,2017,2017,"","Piper",3075433,"PIPENE-Piper 'nervi'"
"Piperaceae","Piperaceae","Piper 'obchic'","","Piper 'obchic'","PIPEO1","PIPEOC","S","SL",65,2000,2018,"","Piper",3075433,"PIPEO1-PIPEOC-Piper 'obchic'"
"Piperaceae","Piperaceae","Piper 'obvil'","","Piper 'obvil'","PIPEO5","PIPEOV","S","SL",2,2004,2011,"","Piper",3075433,"PIPEO5-PIPEOV-Piper 'obvil'"
"Piperaceae","Piperaceae","Piper 'renato'","","Piper 'renato'","PIPER2","PIPERE","S","SL",4,2006,2014,"","Piper",3075433,"PIPER2-PIPERE-Piper 'renato'"
"Piperaceae","Piperaceae","Piper 'sesivil'","","Piper 'sesivil'","PIPESE","PIPESE","S","SL",1,2010,2010,"","Piper",3075433,"PIPESE-Piper 'sesivil'"
"Poaceae","Poaceae","Poaceae sp. A","","Poaceae sp. A","POA1_A","","","XT",4,2014,2014,"","Poaceae",3073,"POA1_A-Poaceae sp. A"
"Polygalaceae","Polygalaceae","Moutabea aculeata","(Ruiz & Pav.) Poepp. & Endl.","Moutabea aculeata","MOUTAC","","","CW",2,2006,2016,"","Moutabea aculeata",4051535,"MOUTAC-Moutabea aculeata"
"Polygalaceae","Polygalaceae","Securidaca sp.","","Banisteriopsis lucida cf.","BANILU","","","CW",20,2010,2016,"","Securidaca",3191472,"BANILU-Banisteriopsis lucida cf."
"Polygonaceae","Polygonaceae","Coccoloba densifrons","Mart. ex Meisn.","Coccoloba densifrons","COCCDE","COCCDE","M","TM",693,2000,2018,"","Coccoloba densifrons",4032930,"COCCDE-Coccoloba densifrons"
"Polygonaceae","Polygonaceae","Coccoloba 'lancifuzz'","","Coccoloba 'lancifuzz'","COCCLA","COCCLA","T","TC",76,2000,2017,"","Coccoloba",2888822,"COCCLA-Coccoloba 'lancifuzz'"
"Polygonaceae","Polygonaceae","Coccoloba 'ninfi'","","Coccoloba 'ninfi'","COCCNI","COCCNI","T","TC",309,2000,2018,"","Coccoloba",2888822,"COCCNI-Coccoloba 'ninfi'"
"Polygonaceae","Polygonaceae","Coccoloba 'puntoblanco'","","Coccoloba 'puntoblanco'","COCCP1","COCCPB","U","TU",1,2011,2011,"","Coccoloba",2888822,"COCCP1-COCCPB-Coccoloba 'puntoblanco'"
"Polygonaceae","Polygonaceae","Coccoloba sp. B","","Coccoloba sp. B","COCC_B","","","T?",1,2008,2008,"","Coccoloba",2888822,"COCC_B-Coccoloba sp. B"
"Polygonaceae","Polygonaceae","Triplaris dugandii","Brandbyge","Triplaris americana","TRI4AM","TRIPDU","M","TM",63,2000,2017,"","Triplaris dugandii",4038383,"TRI4AM-TRIPDU-Triplaris americana"
"Primulaceae","Myrsinaceae","Ardisia 'semibulada'","","Ardisia 'semibulada'","ARDISE","ARDISE","S","SL",1,2005,2005,"","Ardisia",3169458,"ARDISE-Ardisia 'semibulada'"
"Primulaceae","Theophrastaceae","Clavija procera","B. Ståhl","Clavija 'granbril'","CLAVGR","CLAVPR","U","TU",3,2003,2007,"","Clavija procera",3585576,"CLAVGR-CLAVPR-Clavija 'granbril'"
"Primulaceae","Theophrastaceae","Clavija weberbaueri","Mez","Clavija weberbaueri","CLAVWE","CLAVWE","S","SL",2,2008,2014,"","Clavija weberbaueri",3585486,"CLAVWE-Clavija weberbaueri"
"Primulaceae","Myrsinaceae","Cybianthus anthuriophyllus","Pipoly","Cybianthus anthuriophyllus","CYBIAN","CYBIAN","S","SL",1,2014,2014,"","Cybianthus anthuriophyllus",3718992,"CYBIAN-Cybianthus anthuriophyllus"
"Primulaceae","Myrsinaceae","Stylogyne longifolia","(Mart. ex Miq.) Mez","Stylogyne longifolia","STYLLO","STYLLO","S","SL",1,2016,2016,"","Stylogyne longifolia",3721913,"STYLLO-Stylogyne longifolia"
"Putranjivaceae","Euphorbiaceae","Drypetes amazonica","Steyerm.","Drypetes amazonica","DRYPAM","DRYPAM","M","TM",153,2000,2017,"","Drypetes amazonica",3075969,"DRYPAM-Drypetes amazonica"
"Putranjivaceae","Euphorbiaceae","Drypetes variabilis","Uittien","Drypetes variabilis","DRYPVA","DRYPVA","T","TC",660,2000,2017,"","Drypetes variabilis",3075850,"DRYPVA-Drypetes variabilis"
"Rhamnaceae","Rhamnaceae","Gouania colombiana","Suess.","Gouania colombiana","GOUACO","","","CW",4787,2000,2018,"Adult vouchers awaiting ID comfirmation.","Gouania colombiana",5603088,"GOUACO-Gouania colombiana"
"Rhamnaceae","Rhamnaceae","Gouania 'glandulosa'","","Gouania lupuloides","GOUALU","","","CW",2525,2000,2017,"Adult vouchers awaiting ID comfirmation.","Gouania",3039434,"GOUALU-Gouania lupuloides"
"Rhamnaceae","Rhamnaceae","Ziziphus cinnamomum","Triana & Planch.","Zizyphus cinnamomum","ZIZYCI","ZIZICI","T","TC",3,2002,2010,"","Sarcomphalus cinnamomum",8994554,"ZIZYCI-ZIZICI-Zizyphus cinnamomum"
"Rhizophoraceae","Euphorbiaceae","Paradrypetes subintegrifolia","G.A. Levin","Paradrypetes 'brillaspin'","PARABR","PARASU","M","TM",44,2000,2014,"","Paradrypetes subintegrifolia",3917295,"PARABR-PARASU-Paradrypetes 'brillaspin'"
"Rosaceae","Rosaceae","Prunus debilis","Koehne","Prunus debilis","PRUNDE","PRUNDE","T","TC",106,2000,2018,"","Prunus debilis",3022573,"PRUNDE-Prunus debilis"
"Rubiaceae","Rubiaceae","Agouticarpa curviflora","(Dwyer) C.H. Perss.","Alibertia 'nuevadoris'","ALIBNU","AGOUCU","S","SL",40,2002,2017,"","Agouticarpa curviflora",2898485,"ALIBNU-AGOUCU-Alibertia 'nuevadoris'"
"Rubiaceae","Rubiaceae","Agouticarpa isernii","(Standl.) C.H. Perss.","Borojoa 'axiglab'","BOROA1","AGOUIS","M","TM",61,2000,2008,"","Agouticarpa isernii",2898482,"BOROA1-AGOUIS-Borojoa 'axiglab'"
"Rubiaceae","Rubiaceae","Alseis cf. lugonis","L. Andersson","Alseis 'comun'","ALSECO","ALSECO","T","TC",343,2000,2018,"Alseis cf. lugonis is used in the plot book (2014).","Alseis lugonis",5334883,"ALSECO-Alseis 'comun'"
"Rubiaceae","Rubiaceae","Alibertia duckeana","Delprete & C.H. Perss.","Borojoa 'axipub'","BOROA2","BOROCL","M","TM",3,2001,2012,"Alibertia duckeana appears in the plot book (2014).  Borojoa claviflora (K. Schum.) Cuatrec. in plot lists of 2009-2018.  Several Yasuni specimens of B. claviiflora at MO have been identified as A. duckeana.","Alibertia duckeana",7469198,"BOROA2-BOROCL-Borojoa 'axipub'"
"Rubiaceae","Rubiaceae","Calycophyllum megistocaulum","(K. Krause) C.M. Taylor ","Calycophyllum megistocaulum","CAL4ME","CALCME","T","TC",203,2000,2017,"Syn: Semaphyllanthe megistocaula (K. Krause) L. Ande.","Calycophyllum megistocaulum",2903996,"CAL4ME-CALCME-Calycophyllum megistocaulum"
"Rubiaceae","Rubiaceae","Capirona decorticans","(Poepp.) K. Schum.","Capirona decorticans","CAPIDE","CAPIDE","T","TC",7,2001,2011,"","Capirona macrophylla",10910620,"CAPIDE-Capirona decorticans"
"Rubiaceae","Rubiaceae","Chimarrhis 'jacob'","","Chimarrhis 'jacob'","CHI1JA","CHIMJA","T","TC",29,2003,2018,"","Chimarrhis",2918950,"CHI1JA-CHIMJA-Chimarrhis 'jacob'"
"Rubiaceae","Rubiaceae","Chomelia tenuiflora","Benth.","Chomelia 'comun'","CHOMCO","CHOMCO","U","TU",6,2001,2010,"","Chomelia tenuiflora",5337295,"CHOMCO-Chomelia 'comun'"
"Rubiaceae","Rubiaceae","Coussarea dulcifolia","D.A. Neill & Cerón & C.M. Taylor","Coussarea dulcifolia","COU5DU","COUSDU","S","SL",35,2003,2016,"","Coussarea dulcifolia",2904851,"COU5DU-COUSDU-Coussarea dulcifolia"
"Rubiaceae","Rubiaceae","Duroia hirsuta","(Poepp.) K. Schum.","Duroia hirsuta","DUROHI","DUROHI","U","TU",358,2000,2017,"","Duroia hirsuta",2892105,"DUROHI-Duroia hirsuta"
"Rubiaceae","Rubiaceae","Faramea capillipes","Müll. Arg.","Faramea capillipes","FARACA","FARACA","U","TU",192,2000,2017,"","Faramea capillipes",2898189,"FARACA-Faramea capillipes"
"Rubiaceae","Rubiaceae","Faramea quinqueflora","Poepp. & Endl.","Faramea quinqueflora","FARAQU","FARAQU","S","SL",165,2001,2018,"","Faramea quinqueflora",2898037,"FARAQU-Faramea quinqueflora"
"Rubiaceae","Rubiaceae","Faramea torquata","Müll. Arg.","Faramea 'crasa'","FARACR","FARATO","M","TM",22,2002,2017,"","Faramea torquata",2898072,"FARACR-FARATO-Faramea 'crasa'"
"Rubiaceae","Rubiaceae","Genipa americana","L.","Genipa americana","GENIAM","GENIAM","T","TC",35,2000,2015,"","Genipa americana",2895593,"GENIAM-Genipa americana"
"Rubiaceae","Rubiaceae","Guettarda comata","Standl.","Psychotria sp. F","PSYC_F","","","CW",25,2004,2016,"","Guettarda comata",2894778,"PSYC_F-Psychotria sp. F"
"Rubiaceae","Rubiaceae","Ixora acuminatissima","Müll. Arg.","Ixora acuminatissima","IXORAC","IXORAC","S","SL",4,2002,2008,"","Ixora acuminatissima",2905481,"IXORAC-Ixora acuminatissima"
"Rubiaceae","Rubiaceae","Ixora killipii","Standl.","Ixora killipii","IXORKI","IXORKI","U","TU",4,2002,2017,"","Ixora killipii",2905346,"IXORKI-Ixora killipii"
"Rubiaceae","Rubiaceae","Ixora panurensis","Müll. Arg.","Ixora panurensis","IXORPA","IXORPA","S","SL",3,2005,2016,"","Ixora panurensis",2906015,"IXORPA-Ixora panurensis"
"Rubiaceae","Rubiaceae","Kutchubaea semisericea","Ducke","Kotchubaea semisericea","KOTCSE","KOTCSE","M","TM",140,2001,2012,"","Kutchubaea semisericea",2893791,"KOTCSE-Kotchubaea semisericea"
"Rubiaceae","Rubiaceae","Macrocnemum roseum","(Ruiz & Pav.) Wedd.","Macrocnemum roseum","MAC2RO","MACNRO","T","TC",21,2014,2014,"","Macrocnemum roseum",2895641,"MAC2RO-MACNRO-Macrocnemum roseum"
"Rubiaceae","Rubiaceae","Malanea ecuadorensis","C.M. Taylor","Malanea 'ciliata'","MALACI","","","CW",61,2003,2016,"","Malanea ecuadorensis",2906381,"MALACI-Malanea 'ciliata'"
"Rubiaceae","Rubiaceae","Notopleura macrophylla","(Ruiz & Pav.) C.M. Taylor","Notopleura macrophylla","NOTOMA","NOTOMA","S","SL",1,2008,2008,"Syn.: Psychotria macrophylla Ruiz & Pav.","Notopleura macrophylla",5336711,"NOTOMA-Notopleura macrophylla"
"Rubiaceae","Rubiaceae","Notopleura polyphlebia","(Donn. Sm.) C.M. Taylor ","Psychotria polyphlebia","PSYCP1","","","SS",13,2000,2013,"Shrubs too small to be included in plot census. (Syn: Psychotria polyphlebia Donn. Sm.)","Notopleura polyphlebia",5336708,"PSYCP1-Psychotria polyphlebia"
"Rubiaceae","Rubiaceae","Palicourea stenostachya","(Standl.) C.M. Taylor ","Psychotria stenostachya","PSYCST","PSYCST","S","SL",19,2000,2011,"Taxon moved to Palicourea in 2016 by C. Taylor. (Syn: Psychotria stenostachya Standl.)  Garwood thinks there might be some Palicoura cf. racemosa (Aubl.) G. Nicholson (Syn: Psychotria racemosa (Aubl.) Raeusch. mixed in with P. stenostachya. Both have orange fruit and are found in region. P. racemosa is probably too short for stems to be included in the plot census. ","Palicourea stenostachya",9332072,"PSYCST-Psychotria stenostachya"
"Rubiaceae","Rubiaceae","Palicourea grandiflora","(Kunth) Standl.","Palicourea grandiflora","PALIGR","PALIGR","S","SL",6,2000,2004,"","Palicourea grandiflora",2898941,"PALIGR-Palicourea grandiflora"
"Rubiaceae","Rubiaceae","Palicourea guianensis","Aubl.","Palicourea guianensis","PALIGU","PALIGU","S","SL",6,2008,2015,"","Palicourea guianensis",2898772,"PALIGU-Palicourea guianensis"
"Rubiaceae","Rubiaceae","Palicourea nigricans","Krause","Palicourea nigricans","PALINI","PALINI","S","SL",148,2001,2017,"","Palicourea nigricans",2898690,"PALINI-Palicourea nigricans"
"Rubiaceae","Rubiaceae","Pentagonia amazonica","(Ducke) L. Andersson & Rova","Pentagonia parvifolia","PEN1PA","PENTPA","T","TC",239,2000,2018,"","Pentagonia amazonica",5334738,"PEN1PA-PENTPA-Pentagonia parvifolia"
"Rubiaceae","Rubiaceae","Pentagonia spathicalyx","K. Schum.","Pentagonia 'mediana'","PEN1ME","PENTWU","M","TM",5,2003,2008,"","Pentagonia spathicalyx",5334752,"PEN1ME-PENTWU-Pentagonia 'mediana'"
"Rubiaceae","Rubiaceae","Pentagonia 'subauric'","","Pentagonia 'subauric'","PEN1SU","PENTSU","S","SL",54,2000,2017,"Listed as Psychotria 'subauric' in plot lists of 2014-2018. It was Psychotria cf. williamsii Standl. in plot lists of 2009-2010.","Pentagonia",2893500,"PEN1SU-PENTSU-Pentagonia 'subauric'"
"Rubiaceae","Rubiaceae","Posoqueria latifolia","(Rudge) Roem. & Schult.","Posoqueria latifolia","POSOLA","POSOLA","M","TM",3,2011,2013,"","Posoqueria latifolia",2893899,"POSOLA-Posoqueria latifolia"
"Rubiaceae","Rubiaceae","Psychotria 'dracula'","","Psychotria 'dracula'","PSYCDR","PSYCDR","S","SL",1,2006,2006,"","Psychotria",2919963,"PSYCDR-Psychotria 'dracula'"
"Rubiaceae","Rubiaceae","Psychotria gracilenta","Müll. Arg.","Psychotria sp. E","PSYC_E","PSYCBR","S","SL",13,2001,2015,"","Palicourea gracilenta",10232993,"PSYC_E-PSYCBR-Psychotria sp. E"
"Rubiaceae","Rubiaceae","Psychotria hoffmannseggiana","(Willd. ex Roem. & Schult.) Müll. Arg.","Psychotria 'baijo'","PSYCBA","PSYCHO","S","SL",27,2007,2017,"Psychotria hoffmannseggiana listed in plot lists of 2009-2018. It's temp-name was 'baijo' in previous lists.","Palicourea hoffmannseggiana",8095300,"PSYCBA-PSYCHO-Psychotria 'baijo'"
"Rubiaceae","Rubiaceae","Psychotria huampamiensis","C.M. Taylor","Psychotria huampamiensis","PSYCHU","PSYCHU","S","SL",167,2000,2017,"","Palicourea huampamiensis",8860949,"PSYCHU-Psychotria huampamiensis"
"Rubiaceae","Rubiaceae","Psychotria m***","","Psychotria m***","PSYCMI","","","",1,2015,2015,"This rarely used code might refer to several Pyschotria species.  The plot code for Psychotria microbotrys Ruiz ex Standl. is PSYCMI.   Pyschortria 'micro' and Pychotria 'milton' are also possibilities found among our voucher cards. ","Psychotria",2919963,"PSYCMI-Psychotria m***"
"Rubiaceae","Rubiaceae","Psychotria poeppigiana","Müll. Arg.","Psychotria poeppigiana","PSYCPO","PSYCPO","S","SL",12,2002,2017,"","Palicourea tomentosa",7866160,"PSYCPO-Psychotria poeppigiana"
"Rubiaceae","Rubiaceae","Psychotria remota","Benth.","Psychotria remota","PSYCRE","PSYCRE","S","SL",42,2001,2017,"","Psychotria remota",2920637,"PSYCRE-Psychotria remota"
"Rubiaceae","Rubiaceae","Psychotria romolerouxiana","C.M. Taylor","Psychotria 'ondulada'","PSYCON","PSYCON","S","SL",5,2003,2011,"","Psychotria romolerouxiana",2923890,"PSYCON-Psychotria 'ondulada'"
"Rubiaceae","Rubiaceae","Psychotria sacciformis","C.M. Taylor","Psychotria borjensis","PSYCBO","PSYCBO","S","SL",166,2004,2017,"","Psychotria sacciformis",2923810,"PSYCBO-Psychotria borjensis"
"Rubiaceae","Rubiaceae","Psychotria sp. D","","Psychotria sp. D","PSYC_D","","","S?",7,2001,2011,"","Psychotria",2919963,"PSYC_D-Psychotria sp. D"
"Rubiaceae","Rubiaceae","Psychotria sp. G","","Psychotria sp. G","PSYC_G","","","S?",3,2005,2005,"","Psychotria",2919963,"PSYC_G-Psychotria sp. G"
"Rubiaceae","Rubiaceae","Psychotria sp. H","","Psychotria sp. H","PSYC_H","","","S?",2,2006,2006,"","Psychotria",2919963,"PSYC_H-Psychotria sp. H"
"Rubiaceae","Rubiaceae","Psychotria sp. Q","","Psychotria sp. Q","RUB_Q","","","-",3,2001,2007,"","Psychotria",2919963,"RUB_Q-Psychotria sp. Q"
"Rubiaceae","Rubiaceae","Psychotria sp. U","","Psychotria sp. U","PSYC_U","","","S?",4,2001,2008,"","Psychotria",2919963,"PSYC_U-Psychotria sp. U"
"Rubiaceae","Rubiaceae","Psychotria sp. V","","Psychotria sp. V","PSYC_V","","","S?",2,2008,2010,"","Psychotria",2919963,"PSYC_V-Psychotria sp. V"
"Rubiaceae","Rubiaceae","Psychotria sp. X","","Psychotria sp. X","PSYC_X","","","S?",4,2010,2012,"","Psychotria",2919963,"PSYC_X-Psychotria sp. X"
"Rubiaceae","Rubiaceae","Psychotria tenuifolia","Sw.","Psychotria 'robin'","PSYCRO","PSYCRO","S","SL",1,2003,2003,"","Psychotria tenuifolia",2922399,"PSYCRO-Psychotria 'robin'"
"Rubiaceae","Rubiaceae","Psychotria viridis","Ruiz & Pav.","Psychotria viridis","PSYCVI","PSYCVI","S","SL",1,2011,2011,"","Psychotria viridis",2921300,"PSYCVI-Psychotria viridis"
"Rubiaceae","Rubiaceae","Randia altiscandens","(Ducke) C.M. Taylor","Randia sp. A","RAND_A","","","CW",19,2011,2017,"","Randia altiscandens",5339385,"RAND_A-Randia sp. A"
"Rubiaceae","Rubiaceae","Randia armata","(Sw.) DC.","Randia 'gorki'","RANDGO","RANDGO","S","SL",3,2012,2013,"","Randia armata",5339445,"RANDGO-Randia 'gorki'"
"Rubiaceae","Rubiaceae","Rudgea bracteata","J.H. Kirkbr.","Cossarea 'crassa'","COU5CR","RUDGBR","U","TU",1,2017,2017,"","Rudgea bracteata",2910863,"COU5CR-RUDGBR-Cossarea 'crassa'"
"Rubiaceae","Rubiaceae","Rudgea japurensis","Müll. Arg.","Rudgea 'mini'","RUDGMI","RUDGJA","S","SL",55,2000,2016,"","Rudgea panurensis",2910777,"RUDGMI-RUDGJA-Rudgea 'mini'"
"Rubiaceae","Rubiaceae","Rudgea 'micro'","","Rudgea 'micro'","RUDGM1","","","SS",3,2005,2015,"Too short to be included in plot census.","Rudgea",2910457,"RUDGM1-Rudgea 'micro'"
"Rubiaceae","Rubiaceae","Simira cordifolia","(Hook. f.) Steyerm.","Simira cordifolia","SIM3CO","SIMICO","T","TC",142,2001,2017,"","Simira cordifolia",5335251,"SIM3CO-SIMICO-Simira cordifolia"
"Rubiaceae","Rubiaceae","Simira rubescens","(Benth.) Bremek. ex Steyerm.","Simira 'rube'","SIM3RU","SIMIRU","T","TC",102,2002,2017,"","Simira rubescens",5335279,"SIM3RU-SIMIRU-Simira 'rube'"
"Rubiaceae","Rubiaceae","Tocoyena williamsii","Standl.","Tocoyena 'burnham'","TOCOBU","TOCOBU","T","TC",3,2007,2008,"","Tocoyena pittieri",2898256,"TOCOBU-Tocoyena 'burnham'"
"Rubiaceae","Rubiaceae","Uncaria cf. tomentosa","(Willd.) DC.","Uncaria sp. A","UNCA_A","","","CW",4,2000,2008,"Eary records may include Asteraceae sp. R (AST_R).","Uncaria tomentosa",5338267,"UNCA_A-Uncaria sp. A"
"Rubiaceae","Rubiaceae","Warszewiczia cordata","Spruce ex K. Schum.","Warszewiczia cordata","WARSCO","WARSCO","T","TC",306,2000,2018,"","Warszewiczia cordata",5340130,"WARSCO-Warszewiczia cordata"
"Rubiaceae","Rubiaceae","Wittmackanthus stanleyanus","(R.H. Schomb.) Kuntze","Wittmackanthus stanleyanus","WITTST","WITTST","T","TC",498,2000,2018,"","Wittmackanthus stanleyanus",2903398,"WITTST-Wittmackanthus stanleyanus"
"Rutaceae","Rutaceae","Esenbeckia amazonica","Kaastra","Esenbeckia amazonica","ESENAM","ESENAM","M","TM",158,2000,2018,"","Esenbeckia amazonica",5593203,"ESENAM-Esenbeckia amazonica"
"Rutaceae","Rutaceae","Zanthoxylum 'brillante' ","","Zanthoxylum 'brillante'","ZANTBR","ZANTBR","M","TM",3,2001,2001,"Zanthoxylum 'brillante' was used in plot lists of 2014-2018. Zanthoxylum aff. sprucei Engl. in plot list of 2009-2010.","Zanthoxylum",3190076,"ZANTBR-Zanthoxylum 'brillante'"
"Rutaceae","Rutaceae","Zanthoxylum 'margland'","","Zanthoxylum 'margland'","ZANTMA","ZANTMA","U","TU",105,2001,2017,"Unsure whether all Zanthoxylum in the traps are now recorded as ZANTMA or whether this is just the most common species.","Zanthoxylum",3190076,"ZANTMA-Zanthoxylum 'margland'"
"Rutaceae","Rutaceae","Zanthoxylum sp. B","","Zanthoxylum sp. B","ZANT_B","","","T?",2,2001,2001,"","Zanthoxylum",3190076,"ZANT_B-Zanthoxylum sp. B"
"Rutaceae","Rutaceae","Zanthoxylum sp. C","","Zanthoxylum sp. C","ZANT_C","","","T?",7,2000,2001,"","Zanthoxylum",3190076,"ZANT_C-Zanthoxylum sp. C"
